function	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K01048	6.29	59.62	18.51	40.62	4.42	15.72	8.43	75.75	120.77	7.84	27.62	8.52	457.44	46.7	42.93	30.04	7.23	20.16	18.86	23.45	142.28	331.6	26.02	14.09	29.3	14.98	50.73	129.45	46.55	19.38	37.14	4.12	183.14	520.88	11.9	29.81	120.54	58.04	204.39	76.48	32.78	80.98	28.5	8.09	67.28	11.52	48.99	34.62	42.71	82.4	8.74	94.42	95.23	48.48	16.6	133.93	5.96	171.43	2.48	58.2	52.01	11.16	11.44	34.82	67.75	49.7	15.01	113.93	47.35	5.98	112.81	130.7	67.02	16.38	94.69	2	45.37	10.85	70.87	137.82	5.68	51	84.42	21.12	231.95	64.44	685.51
K01051	3486	1225.71	2090.23	3617.89	1012.52	2504.47	2802.58	156.83	2309.85	1272.98	1684.59	1488.27	1843.11	3847.07	2130.08	295.75	1782.12	3634.39	1032.95	2669.85	2658.99	2427.28	852.2	845.7	695.98	1228.32	4000.28	1180.54	1730.55	1855.96	1391.13	5319.36	2607.39	1497.27	974.07	2911.59	3294.97	2830.84	2233.22	4225.33	1519.44	1515.4	3576.12	2952.57	2440.89	1952.02	2890.35	2059.15	3724.32	1211.24	2622.87	2742.17	2158.34	2429.31	1429.89	2251.57	523.64	2626.33	2755.39	2857.2	1728	1411.35	1976.27	22.29	2108.5	4124.88	936.17	3267.62	3284.58	2244.11	2311.52	1190.42	3629.71	2761.77	2849.29	2588.21	2091.95	2307.79	2494.17	2251.46	2326.32	2339.69	3935.77	3322.07	2560.69	1910.43	1895.53
K01053	5	0.6	0.92	3.87	0.5	0.4	0	7.53	3	0	1	0	6.77	0	60.2	0.33	0	0.2	0	1.6	0	0	20	0	0	0.5	19	10	1.14	0	0	0	0.17	38	1	26.8	19.99	2.07	20.12	4.8	1.79	3.17	1.4	0.4	0.17	0	0.2	0.17	7.66	36.33	0.33	4.92	0.42	17.07	0	2.17	0	2.38	0	0	5	0	0	0	0.5	0.8	2.8	223.83	0	3.67	31.14	0.17	1.4	17.69	3.76	1.8	1.66	12.66	82	1.98	0	0	89.34	3.32	3.2	54.4	0
K01055	23	30	0.14	10.59	96.35	0	0	7.58	34.12	0	0.28	0	2.78	0	0	2	0	0	0	6	0.86	13	18.22	0	0	1	22.25	0	29.05	28	0	0	0.28	0	27	0.28	38.49	2.51	0.12	1	0.99	0.86	0	0	0	0	44	0	5.15	27.42	0	3.28	2	25.49	0	3.72	0	58.09	0	0	0	0	0	0	0.5	0	0	0	0	3.45	31.14	37	0.25	5.21	2.07	15	14.99	0.99	50	1.28	0	0	80.14	2.67	0	8	2
K01056	2436.61	2467.18	2422.36	2448.03	3177.99	2497.39	2290.49	2693.34	2597.6	2650.59	2309.16	2715.85	1899.61	2372.67	2368.01	2494.22	2170.01	2446.92	2634.99	2411.65	2045.59	2355.43	2908.94	2062.35	2735.69	2180.49	2368.2	2113.44	2668.68	2747.41	2066.72	2450.99	2183.21	1689.41	2514.63	2481.86	2178.05	2130.86	2215.36	2212.81	2561.75	2220.78	2361.43	2569.89	2733.79	2597.05	2721.16	2154.66	2088.66	2450.52	2668.2	2253.43	2436.96	2401.34	2341.57	1956.5	2617.08	2379.13	2186.64	2202.12	2401.49	2289.24	2318.75	2517.16	2436.07	2270.54	2229.26	2513.22	2443.17	2298.1	2635.16	2661.29	2114.44	2463.9	2552.46	2033.64	2370.33	2465.17	2210.27	2148.11	2135.4	1880.49	2018.7	2201.37	1926.9	2531.55	1953.27
K01057	915.83	781.94	355.55	1253.13	345.68	661.59	864.63	68.46	685.29	739.52	733.3	406.41	430.6	967.13	574.18	285.16	449.65	1261.38	418.43	485.28	607.69	787.66	329.39	305.67	1500.29	410.95	1228.95	377.5	699.65	868.04	273.37	1490.91	203.31	370.36	693.68	1027.52	917.33	739.93	652.81	1178.18	669.89	508.08	1198.67	895.69	1026.58	1039.37	815	696.78	1230.52	488.91	756.52	886.87	641.22	762.9	262.09	927.39	1134.05	729.43	1083.71	279.3	583.01	576.34	793.72	867.01	861.84	1225.64	414.31	888.35	689.43	584.61	793.38	534.33	975.56	1032.93	1001.21	999.38	782.22	406.52	77.99	754.78	546.34	492.48	1230.52	579.86	1057.1	866.59	471.02
K01058	125.08	409.92	53.66	75.86	125.51	57.34	96.18	14.62	157.86	70.47	191.39	52.91	505.09	42.88	89.7	166.37	20.53	38.98	104.34	126.06	130.79	358.75	61	80.07	545.06	147.58	100.48	40.97	165.31	96.15	23.11	8.57	27.49	640.58	66.51	149.28	229.11	128.64	291.16	180.26	96.3	80.75	218.04	121.31	201.85	26.97	112.87	18.24	75.75	149.23	96.59	96.93	256.25	96.43	59.02	284.51	528.65	289.45	99.15	9.81	84.34	40.56	150.9	76.54	220.94	98.24	90.15	156.34	20.75	121.82	151.75	313.43	138.24	79.14	129.73	112.63	52.28	113.42	66.31	166.88	28.11	12	152.68	41.31	514.95	93.5	720.44
K01060	63.74	36.68	122.88	69.39	34	131.91	392.07	1694	95.4	51.54	81.14	214.66	23.5	163.87	81.84	508.29	51.26	91.14	12.3	40.74	202.34	271.39	419.86	94.26	60.93	207.79	99.28	56.93	752.14	426.44	28.99	564.94	34.88	32.19	391.55	541.94	81.56	421.2	110.84	96.59	447.86	130.84	299.27	60.59	70.76	576.54	219.41	300.12	425.67	64.51	391.73	75.84	39.99	67.67	62.34	92	85.16	53	13.98	43.47	87.86	28.86	98.33	79.33	110.12	73.69	53.67	454.2	280.13	42.95	82.53	780.19	127.66	36.65	516.24	205.43	101.62	211.64	54.93	56.58	69.6	142.03	225.21	61.76	99.99	121.39	135.58
K01061	95.5	39.14	23.37	29.73	53.55	0	0.58	9.74	39.62	0	1.64	1.5	857.18	0	101.16	5.66	0.86	96.76	18.31	7	220.73	588.38	32.96	20.78	3	6.71	82.81	44.7	105.27	40.42	0	0	22.03	1037.72	34.78	26.06	201.35	1.92	375.02	150.86	8.58	8.57	52.26	3.17	1.03	7.14	105.8	5.59	49.17	188.13	0.33	89.46	190.84	84.18	10.5	18.92	11.42	298.75	5.33	2	61.76	0.5	1.38	39.14	73.18	21.72	16.67	226.69	0	10.05	183.03	296.23	126.5	23.21	150.01	15	17.3	37.33	134.9	203.42	0	1.85	86.5	10.66	370.61	61	1323.96
K01066	2.5	0.9	56.31	18.48	97.7	0	2.69	15.49	15.62	0	0.64	1.33	432.15	2	39.41	1.87	4.09	20.13	33.12	1.3	111.21	345.11	33.94	8.47	3	4.02	45.67	13.18	51.23	3.38	4	7.4	11.17	519.53	1.3	24.64	172.85	3.26	188.26	335.36	2.03	9.38	37.11	1.65	0.8	3.57	37.77	9.88	52.72	145.61	13	49.61	94.68	48.71	5	11.99	5.71	143.56	43.9	1	30.63	0	3.02	19.99	57.65	21.52	3.33	113.76	0	7.66	119.56	136.25	64.25	18.36	82.39	0	2.56	13.99	69.14	149.31	0	2.23	84.97	6.34	199.48	30.5	664.98
K01067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01069	197.58	38.57	17.26	59.2	57.71	0	1.54	9.08	39.37	9.83	1.81	4.67	434.07	29.08	62.08	8.7	54.92	86.13	40.59	10.72	112.08	319.83	27.93	12.64	23.5	9.04	50.97	50.85	75.06	54.46	0	0	11.17	518.86	91.39	103.56	118.29	8.25	199.51	118.18	12.04	12.92	42.7	43.83	14.44	13.57	104.41	74.55	59.49	109.08	5.33	77.3	159.17	248.29	26.83	32.01	5.71	179.23	5.33	127.67	31.13	0.5	16.94	35.37	41.76	90.19	18.51	113.76	0	38.97	120.58	187.2	63.45	70.6	76.06	54.5	151.91	55.75	71.9	125.69	6.25	2.14	111.57	272.66	187.18	69.25	700.48
K01070	93	39.14	24.31	19.74	88.06	0	0.58	9.37	35.62	0	1.28	1.67	857.72	0	71.66	5.66	0.86	96.76	18.31	6.5	221.16	588.38	27	20.78	3	8.03	57.29	39.7	106.78	40.42	0	0	22.17	1018.72	34.28	13.7	162.86	1.75	364.9	149.86	3.08	8	52.26	2.1	3.03	7.14	105.8	5.59	42.82	181.66	0.83	86.6	188.51	79.35	10.5	21.21	11.42	296.37	0	2	58.76	0.5	1.38	47.14	75.88	21.72	15.67	115.19	0	6.02	183.03	296.23	126.25	21.54	147.49	15	16.97	31	69.9	203.38	0	1.85	86.5	9.33	370.61	34.5	1323.96
K01071	12.53	18	133.65	2.92	8.6	0	3	4.4	0	24	15	9.4	1	14.3	0.4	9.07	310.35	9	4.2	8.6	10.05	20.4	20.12	25.2	11.4	1.4	3.05	60.6	19.17	10.08	5	2.6	6.25	15.33	4.6	1.2	5.4	20.87	2.45	25	15.55	3.8	6.8	4.4	40.15	1.6	0.2	25.78	6.12	1.53	1.8	62.03	20.2	1.95	17.2	39.7	3.85	8.6	9.25	5	27.67	2.1	0.8	0	9.8	1.5	18.45	8.4	0.8	39.6	55.74	9.8	3.4	19.07	11.48	6.4	46.28	4.33	10.28	82.38	6	182.65	117.04	27.17	0.8	3.97	6.12
K01073	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.5	2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25
K01075	0	0	0.92	1.5	0.5	175.17	9.17	4.83	18.5	0	5.67	0	1.17	62.5	0	2.5	3.5	0	0	0.5	0	4.5	18	0	0	4.83	58.87	0	16.16	0	3	0	5.17	0	0	0.92	22.67	18	0	0	0.66	0.17	0	0	0.17	0	0	1.17	3.09	1	1	22.42	0	1.67	2.17	2.17	0	0	125	18.33	0	0	0	0	0.5	0	0.17	7.33	0	0	0	0.17	29.67	17.75	16.33	0	1.33	0.5	0.83	1.25	19	0	0	10.33	0.5	0	1.5
K01077	1480.27	1044.49	623.59	1709.09	1998.84	2140.74	1142.67	371.75	2131.15	950.66	816.53	1103.23	958.73	2268.39	1465.58	422.46	770.24	1796.88	1144.13	780.35	797.63	1647.49	2459.07	1168.3	1657.91	1020.11	1993.59	916.41	1375.56	1405.11	810.82	2134.66	629.41	1141.5	1223.66	1559.44	1981.92	1046.83	1154.82	1827.68	911.05	1151.75	1520.14	1384.28	1910.3	1174.68	1515.99	837.8	1599.68	1452.56	1306.47	1146.02	1256.45	1683.79	524.23	1253.07	1290.93	1276.64	1488.77	351.41	1244.73	1374.38	1477.95	2915.31	1278.76	1778.8	1386.41	1449.66	2757.13	832.52	1334.79	1688.41	1572.47	1939.87	1806.29	1617.7	545.35	774.53	212.54	1273.15	1599.99	586.97	1675.91	602.5	1687.29	1881.2	1318.48
K01078	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01079	1319.83	1199.52	1333.93	1632.26	2004.38	1758.23	904.47	102.66	1822.64	1390.17	1009.97	1667.7	958.07	1572.62	1329.17	710.82	1356.8	1510.61	1456.11	1419.57	737.45	1276.67	1345.33	1049.61	1248.07	923.57	1717.68	931.75	1072.38	1231.47	959.98	1838.01	1626.33	1060.36	886.22	1351.22	1458.97	854.47	1018.34	1467.49	928.73	808.11	1414.85	1056.34	1454.59	1050.04	1621.21	811.82	1320.26	1543.72	1379.59	1072.3	843.88	1077.84	1339.59	935.57	909	1381.09	1267.33	1554.78	1048.36	1599.79	1187.08	2058.67	1078.68	1533.09	1146.27	1271.01	1636.04	1251.81	1146.56	1130.82	1444.62	1467.15	1517.4	1246.13	682.66	445.85	1337.15	1096.45	1500.49	550.88	1437.44	1746.12	1261.57	1396.19	1399.88
K01081	1248.51	1213.13	1298.76	1619.94	2084.21	1768.32	873.76	210.47	1862.78	1628.48	1094.16	1685.63	941.07	1541.19	1294.63	815.89	1332.16	1436.22	1411.19	1521.59	728.22	1437.01	1312.06	1021.96	858.06	828.19	1720.46	877.11	1164.91	1206.02	1040.54	1836.26	1615	1051.17	1238.6	1243.56	1385.19	838.73	1015.85	1453.24	909.47	804.36	1357.58	1180.66	1454.81	1144.59	1605.66	770.39	1306.72	1570.18	1433.24	1090.24	968.07	1140.69	1272.7	737.51	808.46	1412.23	1155.93	1451.86	1123.43	1649.26	1188.51	2084.22	978.58	1533.56	1110.72	1146.91	1655.11	1240.98	1101.21	1144.22	1407.44	1469.82	1440.6	1152.04	865.23	1185.92	1273.38	1057.57	1490.52	540.18	1363.06	1465.94	1179.85	1375.2	1405.15
K01082	1282.83	632.34	480.98	1563.16	1832.96	1582.34	859.52	99.37	1199	763.65	622.77	989.77	892.37	1489.63	1151.92	323.38	622.44	1569.48	800.28	521.08	710.76	1436.41	1322.55	1026.07	1373.13	681.24	1657.58	827.23	1121.63	1180.08	578.86	1804.91	443.4	1003.55	1056.75	1325.83	1201.71	746.76	958.82	1435.52	745.26	810.37	1171.7	1145.21	1576.1	1088.91	1303.16	768.91	1282.25	1215.67	1133.93	1009.52	884.68	1069.11	378.42	915.99	1054.03	1035.84	1082.97	406.55	1063.06	963.43	1096.08	1941.14	1174.94	1467.58	1046.56	1223.02	1514.51	729.42	1151.96	1134.62	1117.06	1426.8	1462.23	1213.47	545.38	520.05	190.65	998.98	1471.34	535.48	1290.09	711.02	945.61	1338.42	1158.92
K01083	1.17	39.5	89.75	1	6.33	0	0	0.17	6.33	78.5	113.75	143.25	1.5	0	0	26.34	33.25	133.34	0	0	0	0	1	2.33	722.66	0	26	2	15.5	0.33	0	0	0	0	0	0	0	0	0	0	104.92	0	0	8.67	0	413.67	0	0	0	0	0	0	11	0	0	0	463.33	3	0	15.5	7	0	1.75	0	0	0	2.67	0	0	0.2	0	0	0	0	0	38	279.5	0	0	0.67	0	0	0	0	0	26.67	0
K01085	0	0.57	15.87	12.28	1.14	0	0.29	0	6.12	0	0	0	425.86	0	9.58	1.29	0.43	12.13	11.59	0	110.15	306.83	3.57	8.14	0	1.14	16.32	7.85	39.15	1.71	0	0	10.86	499.86	0.14	0	116.79	0	177.26	74.43	0.71	3.28	27.7	0.85	0.43	3.57	32.58	3.71	23.29	71.72	0	36.71	91.59	42.02	5	5.57	5.71	142.23	0	1	28.13	0	0.69	19.71	40.14	10.86	0	1.43	0	1.33	109.41	129.28	63.25	10.29	74.29	0	0.57	2	49.57	116.28	0	1.14	82.57	4	183.43	0	660.98
K01086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01087	23	30.57	15.87	15.15	9.71	0	0.29	3.7	34.12	0	0.14	0	432.65	0	9.58	3.29	0.43	13.13	11.59	6	111.15	319.83	12.12	8.14	14	2.24	16.89	7.85	64.51	29.71	0	0	11	499.86	27.14	0.14	116.79	1.17	177.26	74.43	1.04	3.71	27.7	0.85	0.43	3.57	76.58	3.71	30.03	97.05	0	39.35	94.92	43.02	5	8.43	5.71	177.23	0	1	30.13	0	1.19	19.71	46.14	10.86	0	1.43	0	6.73	78.27	166.28	63.25	12.36	77.75	15	14.9	3.33	51.57	117.36	0	1.14	2.43	5	183.43	8.5	662.98
K01089	1090	933.51	1115.52	1361.72	1741.3	1311.01	903.02	87.21	1692.41	1605.08	1137.55	1509.69	910.29	1574.13	1013.54	605.39	517.94	1333.98	966.74	1417.58	718.17	1351.83	1099.54	1017.4	1584.43	752.85	1401.84	798.06	918.42	1056.58	723.11	1658.41	1282.42	1010.55	962.25	1104.27	1161.46	777.85	858.99	1282.94	765.27	762.57	1260.37	1019.72	1414.84	1157.74	1176.91	691.57	1299.97	646.97	1078.69	1023.92	770.85	980.75	729.34	905.54	1230.69	1135.39	1206.55	1511.46	943.64	847.01	1157.58	1666.72	1016.74	1302.75	980.81	1016.19	1514.51	960.98	1031.46	1050.78	1145.23	1280.93	1106.79	1075.97	878.88	451.71	1260.73	926.74	1496.09	535.48	1286.84	1604.94	1143.78	1177.92	1185.42
K01090	1212.39	1248.24	1124.81	935.8	1216.48	826.48	1527.15	2922.52	730.82	1035.35	1125.52	931.23	1211.98	931.27	1092.25	1687.17	801.38	788.39	1265.75	935.51	1410.21	969.17	1706.27	1061.85	1175.65	1375.71	738.76	1334.72	1529.96	1638.92	1167.25	715.37	576.6	587.11	1364.78	1423.41	831.98	1402.72	1343.8	990.66	1584.04	1361.73	1283.16	1455.3	1019.9	1249.99	1209.59	1398.34	912.33	947.07	1260.46	1243.02	1391.6	1566.88	1119.44	1816.84	1368	1007.96	1105.94	739.4	1371.59	554.65	1175.26	469.8	1220.67	1057.11	1174.13	1234.9	984.28	1053.53	1878.18	1473.99	797.41	1235.5	1336.89	953.37	2274.58	2189.93	938.77	1173.56	683.63	1365.48	683.16	504.79	787.47	1470.01	609.02
K01091	5080.56	5204.76	4765.71	5401.13	6543.48	5446.87	5659.56	9389.45	5834.31	4654.71	4861.99	5902.18	3536.02	5380.71	5245.13	5774.97	4798.32	5022.77	5771.32	4929.67	4939.88	4554.8	6747.98	4162.47	5641.5	4979.46	5214.44	4787.34	6249.91	6691.85	4662.61	5800.34	4902.7	2778.47	5755.16	5995.75	4737.32	5330.7	4701.62	4628.03	6259.84	4898.43	5220.31	5746.77	5385.59	5813.28	6134.75	5041.66	4992.57	6047.48	6031.68	4664.84	4795.23	5127.57	5166.29	4066.26	4953.95	4984.54	4139.52	4660.04	5294.68	6351.31	4998.7	6280.18	5094.26	5189.82	4872.11	6255.67	5747.4	5373.12	5321.66	6356.2	4603.21	5442.53	6031.51	4482.39	4541.55	5097.31	4618.78	4840.71	4635.8	4490.21	4654.15	4361.21	4500.16	5706.24	3461.64
K01092	1536.81	1108.38	642.49	1933.42	2253.51	1823.54	1189.74	553.38	1760.22	960.86	974.68	1124.06	1040.94	1645.45	1548.37	446.56	824.79	1903.06	1007.42	729.12	1176.54	1616.14	1523.61	1155.02	1662.35	804.03	1897.67	1156.73	1288.73	1521.63	984.71	1912.82	769.07	1144.81	1694.87	1439.31	1812.46	1009.07	1168.44	1539.39	771.6	1100.8	1436.88	1331.4	2160.36	1191.5	1583.01	979.62	1465.57	2140.66	1352.85	1407.85	1232.76	1361.76	412.45	1109.27	1359	1230.05	1425.99	568.36	1228.31	2610.46	1328.9	2300.25	1546.22	1743.06	1355.83	1589.87	1931.9	1439.25	1301.9	1530.03	1205.53	1934.04	1538.09	1348.16	678.02	685.19	463.64	1467.42	1548.92	586.24	1816.18	833.21	1611.64	1681.36	1272.03
K01093	69.66	0.57	7.77	92.27	10.64	19	4.96	0.33	29.25	9.29	0.5	23.64	425.86	3	117.08	42.63	7.74	56.92	19.22	63.45	121.98	271.38	6.57	14.31	20.83	2.17	40.27	11.14	50.3	52.22	8.59	28.5	11.19	508.86	143.31	12	124.39	22.5	208.26	85.1	0.71	12.24	30.56	8.17	0.43	17.23	44.04	51.38	30.76	433.39	84.67	76.57	177.63	182.97	6.67	5.57	26.28	145.34	0.33	1	28.46	827.18	36.52	19.43	148.1	90.18	100.67	34.19	140	290.07	94.62	255.44	66.24	8.58	71.29	9.33	7.07	20.83	67.5	162.98	0	0.85	168.75	13	322.41	33.5	695.97
K01095	638.77	269.73	834.1	1262.51	463.1	556.48	651.59	42.28	1125.49	1175.88	542.73	553.5	668.74	538.59	393.33	479.87	417.33	1284.57	333.8	1191.25	412.22	773.29	432.19	185.05	868.08	509.55	1073.01	264.52	369.76	806.08	512.93	1246.65	1048.48	604.36	441.77	691.03	837.03	366.49	506.71	856.71	429.12	406.05	852.65	333.63	831.19	620.25	922.15	510.12	725.32	724.73	682.08	624.5	358.99	747.5	639.9	1318.74	611.18	695.8	982.31	1284.82	494.81	1215.9	355.7	194.7	784.84	926.3	159.25	291.99	519.8	927.42	696.88	482.22	544.58	653.39	700.03	398.84	399	229.25	1245.72	556.05	265.31	88.19	1016.99	1409.4	668.61	609.34	976.54
K01096	0.83	0.57	16.2	12.28	48.92	0	0.79	0.12	6.12	0.33	0.67	0	425.86	17.83	9.58	5.87	54.92	12.63	11.59	0.33	112.08	306.83	3.84	8.14	0	1.47	20.26	19.85	42.65	1.71	0	0	10.86	499.86	0.14	0	116.79	0.25	177.26	74.43	0.71	8.07	27.7	0.85	12.27	13.57	32.58	74.38	23.91	72.29	1	42.66	92.59	44.54	26.33	24.05	5.71	142.23	0	127.67	28.13	0	0.69	35.04	40.26	11.19	1.84	1.43	0	21.83	109.58	129.28	63.25	10.54	74.43	0	101.08	2	52.57	117.4	1	2.14	82.57	271.33	183.68	0	661.98
K01101	11.46	3.24	115.65	9.52	2	4.8	14	23.08	6.84	56.06	9.8	4.42	75.6	1.52	9	9.13	28.75	97.8	0	3	13.36	3.2	32.54	3	5.4	1.73	11.25	27.8	18.17	7.48	110.91	6.8	4.18	1.4	13.2	0.6	8.8	18	5.01	2.77	8.1	6.93	1.2	0.71	39.15	5.98	11.38	29.09	11.71	3.4	18.8	40.27	82.99	3.84	5.82	114.92	2.05	94.8	9.58	14.64	1.8	2.5	2.4	1	18.63	3.7	6.18	8.02	4.2	6.51	7.8	6.42	5	23.4	5.7	0.6	52.35	6.31	9.55	84.3	1.22	11.2	33.1	13.3	1.51	1.57	5.36
K01104	3188.7	3961.31	3355.73	4281.21	4127	3288.85	4729.2	7231.76	3649.73	3732.99	3667.21	3678.1	3677.78	3524.14	3451.24	4316.04	3290.14	4024.02	3611.84	3230.9	4259.01	4256.62	4810.44	2989.86	3944.11	3915.73	3948.18	3421.84	4725.74	4872.25	3248.23	4887.77	2882.64	2692.08	4084.79	4651.91	3098.95	4095.26	3571.98	3725.35	4678.3	3776.22	4361.61	3494.09	4536.33	4258.02	4213.82	4039.38	4032.95	3547.19	4290.05	4026.86	3327.79	3214.05	3395.61	4349.81	3698.61	3352	4068.08	2744.19	4154.08	2864.65	3438.95	4576.76	3744.32	3670.24	3144.6	3876.58	3919.46	3205.93	4083.18	4905.37	3642.36	3984.21	4921.97	3527.88	3532.51	3814.18	2986.23	3423.61	3155.68	3858.29	3708.33	2586.66	3565.6	4415.47	3469.57
K01113	23	30	0.81	0.6	79.09	0	0	5.91	28	0	0.14	0	6.11	0	0	2.58	0	0	0	6	0.86	13	10.47	0	0	1.07	27	0	27.91	28	0	0	0.31	0	27	0.14	0	1.25	0	0	0.66	0.72	0	0.8	0.17	0	44	0.17	7.03	27.43	0.33	4.93	2	5.02	0	4.28	0	35	0	0	0	0	4	0	0.62	0	0	0.83	0	4.01	0	37.17	0	2.62	1.11	15	15.33	0.33	2	2.41	0	0	0	1.33	0.25	8	2
K01114	0	3.34	0	1.5	76.65	1.67	1.33	6.66	1.5	0.83	1.95	2.5	4.03	0.59	0	6.58	0.75	0.83	0.17	1	18.44	4.83	86.45	15.83	0	1.27	1.72	0.33	9.18	1.42	0	0.25	2.28	0.5	0.75	1.11	0.33	11.67	1.25	0	1.16	6.11	0.83	0.41	0	2.09	1.08	6.9	10.98	2.88	0.17	4.86	9.08	1.25	10	16.02	0	0.25	0	4.08	0.25	0	0.5	0.24	33.51	0	1.34	2.25	3.17	2.95	34.14	0.08	0.91	13.01	4.18	0	2.41	1.49	0	0.99	1.42	1.25	80.39	3.75	2.17	56.33	0.42
K01115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01118	139.88	131.66	250.28	64.28	151.46	62.15	112.86	265.58	123.28	193.78	73.48	92.34	577.75	130.31	61.27	51.64	44.32	146.01	49.78	155.35	142.32	365.88	339.96	167.53	132.56	91.56	168.11	67.25	188.11	118.45	20.41	91.4	49.33	545.61	118.07	140.61	396.34	77.18	288.02	120.96	161.26	115.17	100.52	285	198.6	76.01	188.09	92.99	121.61	177.79	334.54	427.99	465.87	100.07	121.23	142.32	144.55	431.44	39.49	38.15	108.57	28.29	92.41	75.26	173.48	119.18	108.78	267.4	174.54	225.21	324.86	257.17	192.71	47.77	338.79	69.62	215.39	201.6	133.83	252.23	17.12	48.09	310.5	47.33	245.58	142.75	712.52
K01119	819.99	628.78	1081.89	1293.78	433.19	1022.07	865.31	172.16	1027.65	570.62	814.13	983.94	837.46	955.96	744.05	484.58	1195.72	1165	1028.4	1148.2	720.69	934.31	372.78	885.5	682.16	569.07	1264.89	774.29	611.8	825.24	706.57	1557.91	1491.8	737.88	395.51	930.27	996.66	603.96	749.21	1203.53	854.94	648.04	1238.78	635.71	870.53	816.58	1025.54	752.38	1318.45	511.17	926.57	913.91	626.95	665.37	1267.04	693.81	563.85	1085.54	1049.09	1642.29	829.56	500.89	682.88	932.3	772.66	1166.76	393.08	752.75	923.71	753.36	795.52	489.78	1359.97	1038.41	1384.64	964.63	1112.06	1148.39	1247.8	933.44	1403.55	505.21	1398.41	1819.35	912.14	792.19	1292.69
K01120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	31.14	0	0	0	0	0	0	0	0	0	0	0	80.14	0	0	0	0
K01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
