	ERR475468	ERR475469	ERR475470	ERR475471	ERR475473	ERR475474	ERR475476	ERR475477	ERR475478	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475497	ERR475499	ERR475500	ERR475501	ERR475503	ERR475504	ERR475508	ERR475509	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475529	ERR475531	ERR475532	ERR475533	ERR475534	ERR475539	ERR475540	ERR475541	ERR475545	ERR475547	ERR475548	ERR475549	ERR475550	ERR475553	ERR475555	ERR475557	ERR475560	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475585	ERR475586	ERR475588	ERR475589	ERR475591	ERR475592	ERR475594
K11625	0	0	0	0	0	0	15	1.5	0.5	0	0	16	1.25	0	0	0	0	0	0	0	0	1.75	0	0	32.5	0	0	6.75	24.25	0	0	11.75	0	0	3.5	0	13.5	9.75	13.5	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	1.5	14.25	0	0	3.25	0	0	5	0	0	0	0	5.75	0	2.25	8	40.75	4.75	0	0	3	0	0	0	0	4	0	0	0	11.75	0	6	0	0
K11626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377.5	0	0	633	0	0	13	0	209	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	196	304	0	0	0	0	204	0	0	0	0	0	0	0	0	376	23	0	0	0	0	0	0	0	410	0	0	0	0	65	0	0	0	0	0	0
K11629	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	32.5	256808	41	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0	0	0	0
K11630	0	0	0	0	0	0	231	5	24	0	0	0	8	0	0	282	0	0	150	0	0	0	0	0	32.5	256808	41	0	804	67	108	0	0	0	0	0	487	54	7	13	0	150	0	0	0	6	0	0	18	0	0	0	0	0	171	0	0	0	129	0	0	129	0	901	210	7	229	0	0	0	0	0	1566	0	0	13063	6	0	0	5	0	0	0	3.67	0	0	0	104	44	0	1908
K11631	0	0	0	0	0	0	0	10	48	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	32.5	256808	41	0	0	67	132	0	0	0	0	0	548	108	14	26	0	0	0	0	0	12	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	14	56	0	0	0	0	0	18	0	0	56	12	0	0	10	0	0	0	3.67	0	0	0	64	88	0	0
K11632	0	0	0	0	0	13	0	5	24	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	39.5	256808	41	41	9	67	66	10	0	0	0	0	292	67	7	13	0	0	0	0	0	6	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	7	28	0	0	0	0	0	9	0	0	28	6	0	0	5	0	0	0	3.67	0	0	0	32	44	0	0
K11633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11634	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	69.5	0	101	0	0	2	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
K11635	203.25	88.25	0	9.5	18.25	44	63.75	169.75	59.5	3.5	38.75	267.75	2	17.5	4.5	2.5	37	289	35.5	0	102.25	66.25	83	534.25	433	197.25	440	565.75	46	74	250	26.5	81.5	159.25	170.5	134.25	453.75	403.75	0	42.75	409.75	2566	969.25	98.25	95	86.75	2.25	0	39.25	0	57.25	4	22	0	44.25	176.25	29.5	297.25	526.25	132.75	415.25	636	269.25	465	353.75	0	65.75	154.5	500.25	219.75	95.25	65	1315.75	349.75	88.25	670.75	0	20	30.75	18.75	0	91	39.75	7.34	84.5	355.25	2590	66	54.5	54.75	281.25
K11636	130.25	88.25	0	9.5	18.25	6	4.75	169.75	59.5	3.5	38.75	267.75	2	17.5	4.5	2.5	37	289	35.5	0	102.25	10.25	83	520.25	433	143.25	101	532.75	11	74	0	16.5	81.5	159.25	170.5	134.25	453.75	403.75	0	42.75	409.75	2566	162.25	94.25	95	86.75	2.25	0	4.25	0	57.25	0	0	0	44.25	176.25	29.5	297.25	516.25	132.75	400.25	619	269.25	0	262.75	0	65.75	154.5	5.25	219.75	95.25	65	1315.75	349.75	88.25	14.75	0	20	30.75	18.75	0	15	39.75	7.34	84.5	119.25	0	66	2.5	54.75	20.25
K11637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
K11638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11641	1.4	8.2	1.2	0	0	0	0	0	0	13.2	0.4	47.8	0	0	0	0	0	0	0	0	0	0	0.8	0	292.4	0	5	34	0	0	0	0	0	1.2	0	0	0	0	76.4	0	0	0	53	2	5.6	0	0	0	2.2	0	1.2	0	0	0	0	1	0	0	35.4	7.8	0	65.6	0	0	6	0	0	0	0	0	16.6	0	0	61.2	0	13.2	12	523.8	5.6	25	0	12.2	0	0	0	0	671.6	16	0	0	0
K11645	11266.4	10298.87	4072.78	18050.63	9687	9011.8	27083.31	12836.59	14123.75	3321.5	6093.89	8532.75	1458.75	6897.13	3714.17	833.25	400.92	6919.12	16305.17	7754.41	12368.34	6196.12	6333.6	59780.5	52833.23	18811.41	307740.88	61255.96	61919.88	41124	61581.46	4518.88	98936.46	1299.5	11316	18389.12	11199.33	46581.17	75671.99	65575.48	2639.25	32121.92	50448	7942	21721.5	14239.69	19200.9	13582.83	20461.13	14082.9	19790.12	17016.75	60361.82	28766.5	20919.75	28706.16	11516.29	2607.68	1629.95	586.1	1393	24765.42	4996.5	19977.5	6108.04	37866.25	27409.33	13222.61	104326.25	5168.05	9655.5	11268.62	9994.67	3988.83	15311.54	9945.5	3375.25	74856.25	20364.75	38594.98	36359.3	12168.89	8093.13	30896.59	23639.63	34026.25	34754.38	30756.08	48304.67	87949.08	60351.83
K11646	1619.67	195.67	854.33	129.33	247.67	281.33	604	241	4924.67	205	155	1886	24	396	150.67	14	2322	186	90	135	181.67	974	628	9	54246.5	18839.66	1877	4397.17	8379.67	21648	17930	643.5	4308	1444	2395	4274	144.33	775	1450.66	6122	207.33	0	5004	2523	2617.5	3341.67	121	342	1103	826	6047.5	2	2166.33	1189.33	1839	669.67	919	28	42	950	510	9795.67	3862	297	1153.67	39	444	51	3154	173	2794.67	1059	2896	137	3323	64	953	0	5605	3727.33	629	1708.67	1256	20887.33	1396.67	1826	10357	3523.5	1222.67	1086	357.33
K11647	71	58	13	0	15	501	636	0	19	0	0	0	0	0	55	0	0	0	73	0	0	0	0	30	0	36	63084	119	734	0	1820	0	575	0	0	34	0	0	500	91	0	91	414	0	196	42	0	0	95	355	184	430	723	467	116	0	14	0	68	0	26	61	0	399	22	0	80	0	2908	0	17	33	0	0	12	95	0	2339	59	105	67	42	0	265	8	2803	45	46	532	36	9944
K11685	1046.75	0	479.25	14	157.5	0	12.75	96.75	220.43	0	17.5	5.75	5	2311.75	340.25	638.25	149.75	7.5	0	55.75	6.5	0	34.75	5.75	1232	8768.25	3932	543.5	259.5	36	12438.25	0	5	27.75	2	949	36.75	1923.75	40	458	2.75	558.25	5805	36	9697.25	3022.75	17877.5	546.75	99	778.5	8.5	177	274.75	302.75	0	15.5	10.5	34.5	7	0	3.75	64.5	98.5	5.75	620.25	62.25	12	0	53.5	16.75	513.25	12.75	132.75	0	765.25	76	306.25	69.75	16610	9977.75	134.75	3097.25	134.75	2655	80.5	5692.75	11415.75	222.5	302.5	123.25	8895
K11686	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	32.5	256782	41	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11688	966	1187	827.4	758	2669	886	2903	1375	3056	3067	1450	6624	1184	335	762	169	139	3187	1112	2796	925	3860	1233	4875	23754	4882	81073	15619	2823	2696	12391	784	10476	102	7393	6004	10284	20401	4548	13428	1436	3395	1074	803	2179	717	372	856	953	624	822	2078	3998	2616	1877	1388	1702	81	523	562	569	1019	1526	2581	881.67	38021	492	716	3039	1181	1310	370	701	1978	1591	5543	1492	5350.2	2450	2388	4157	553	3098	9773.67	13683	7742	3034	20540	16958	8068	30569
K11689	877	1178	854.3	742	2699	439.4	2729	1361	3105	3079	1551	6615	1189	363	573	277	139	3203	1156	2829	960	3860	1233	4839	25462.4	6302.2	19396	15800	3845.6	3885	11683.2	784	11770	126.8	7570	6120	10337	20545	4895	14045	1529	3348	2256	1062.3	1111.8	894.5	372	1148	1365	523	1220.8	1648	4316.8	2478	1818	1382	1701	109	519	562	515	2146	1633	2508	923.67	37868	739	703	498	1181	1433.2	349	1220	2067	1649	9755	1511.4	3505.2	2440	2716.4	4700	1097	2941	10505	12983	5533	5990	20506	16642	8718	21367
K11690	18541.35	23419.35	17596.35	12274.65	9019.35	21377.65	23077	10763	26665.35	10532.5	8939	18705.5	20125	8771	10708.35	15367	6755	9928	12188	10562	28169.35	11428	10509	48075	117261.75	36076.3	328559.75	65279.35	110957.35	86490	111828	32739	95123	21462	39898.25	50591	42806.65	66303	46320.3	86434	19268.65	28067	44995	30097.5	25238	36562.85	12456	26352.25	17564	34539	46990	24573	41519.65	47988.65	21560.25	20155.35	17754	69141	46662	40026	27740	33499.1	30955	25856.5	36639.02	49011	22688.75	27981	49915	32614	38098.35	66917	44978.5	20073.25	33072	172449	24178	34931.2	33903	16209.65	24204	20571.1	22859	54818.15	47115.35	51239	50777.25	37339.25	58541.35	48137	74000.65
K11691	578	256	332	146	51	595	160	217	624	0	101	38	27	123	225	0	25	97	0	116	148	142	86	185	775	1215	3551	4534	2835	2924	1136	359	2037	392	640	1155	31	988	733	413	304	0	661	588	900	670	28	650	57	477	820	641	916	933	195	167	472	24	779	28	12	1769	885	297	365	0	104	657	250	436	1463	1678	72	657	157	391	348	902	791	634	2799	539	447	1369.34	479	1221	33	852	343	434	393
K11692	592	256	335.6	372	51	598.4	160	221	667	0	135	38	27	123	225	0	25	97	0	221	148	142	86	185	2441.4	2630.2	3551	4534	2841.6	2924	3446.2	359	2549	394.8	640	1155	31	1012	733	446	344	0	661	591.8	1095.8	829	42	650	152	477	840.8	641	920.8	1881	203	193	634	24	825	28	12	1769	885	441	492	0	104	771	250	480	1519.2	1678	72	657	157	391	352.4	910	791	654.4	2799	550	447	1374.34	773	1221	33	852	343	434	428
K11693	0	0	3.31	0	0	13	0	5	24	0	0	0	61	46.85	0	0	0	0	0	0	0	0	0	1.33	11	3.85	0	51.62	9	0	66	10	0	2.08	0	0	294.62	75	7	14.92	0	2	2.67	0.69	2.33	47	63.62	0	18.62	0	0	0	0	0	0	0	0	0	6.15	0	5.46	1.85	0	424	6.85	7	28	0	0	0	0	0	9	0	1	43.03	6	0	0	5	0	0	0	0	0.31	0	0	32	44	5	0
K11694	8	5	334	479	0	23	0	0	167	0	5	0	59	222	1013	0	53	1361	0	0	0	0	10	2	140	2	174	47	586	138	325	10	2025	9148	26	3418	21	952	74	583	282	0	22	4034	3006	2173	539	0	0	27	0	0	346	821	0	987	0	0	0	0	0	102	0	7	0	435	0	31	59	584	49	0	7	0	96	9809	27	0	237	96	3551	259	302	19	1456	0	0	162	56	0	9
K11695	0	0	246	479	0	13	0	0	167	0	0	0	59	222	440	0	0	1361	0	0	0	0	0	2	140	0	0	47	80	112	253	10	2000	576	0	3418	21	952	47	420	282	0	5	4034	3006	2173	539	0	0	0	0	0	338	821	0	987	0	0	0	0	0	0	0	0	0	435	0	0	0	584	14	0	7	0	96	9809	27	0	0	96	3551	0	302	0	1456	0	0	162	0	0	0
K11704	260.2	98.4	38	27	25	79	74	760.5	205.5	31	5	878	670.25	1066	262.6	49.4	39	442	100	13	182	52.75	77	291.2	153.27	319	471	378.95	5023.65	1476	117	269.75	46	1030	156.46	353	1672.5	12985.42	375.5	239	55	1298	4376.3	2860	2867	5293.27	800.5	766	23	1474	293.2	22	465	52.8	55	293	10	526.5	683.45	1409	519	190.05	341.8	582.2	687.8	528	88	335	97	148.75	892.66	57.25	591.4	1141.75	2274.75	319.84	964	341	119.5	38	1554	63	400	143	772	43	42548.75	1946	113	726.93	200
K11705	524.2	558.07	138	27	25	79	152.67	760.5	1988.5	107.33	5	922.67	670.25	1349.33	262.6	50.73	39	445.38	158	31.33	246.67	798.42	82	307.2	6206.6	17432	471	1315.95	5618.98	1634.33	2643	1485.42	762.67	1384.33	765.79	1468.67	1691.83	14640.42	378.5	1127.67	67.67	1298	10033.63	2909.67	3514	5661.27	800.5	766	722.67	1474	1701.87	22	474.33	1226.47	3750.67	293	2031.67	526.5	810.45	1528	519	8279.05	863.13	582.2	687.8	528	116.67	1046.67	111	211.42	1380.99	453.58	591.4	1270.75	2274.75	471.51	965.67	11884.33	119.5	4087.33	1554	1123.67	400	719	772	274.33	70592.08	13165.33	1791.67	1143.93	200
K11706	524.2	558.07	138	27	25	79	152.67	760.5	1988.5	107.33	5	922.67	670.25	1347.33	262.6	50.73	39	444.67	158	31.33	246.67	798.42	79	307.2	6206.6	17432	471	1313.95	5618.98	1634.33	2643	1485.42	762.67	1384.33	765.79	1468.67	1636.83	14640.42	378.5	1127.67	67.67	1298	10033.63	2909.67	3514	5661.27	800.5	766	722.67	1474	1701.87	22	470.33	1226.47	3750.67	293	2031.67	526.5	810.45	1528	519	8279.05	863.13	582.2	687.8	528	116.67	1046.67	111	211.42	1367.66	453.58	591.4	1270.75	2274.75	471.51	965.67	11884.33	119.5	4087.33	1554	1123.67	400	719	772	274.33	70592.08	13165.33	1787.67	1143.93	200
K11707	307	0	5.67	14	22	0	77.33	399.5	120	0	9	66.67	18	0	65	1	9	28	0	0	475	131	12.67	2205	77.5	18	8567	21	14.5	96	26.08	62	61	84	64	116.17	177	7353.87	0	282.87	9.83	136.83	334.5	179	474.33	421.7	828.1	385.33	13	38	224.17	20470	53	66.8	27	215.42	15	1448.67	277.33	4.67	11.33	87.33	53.67	0	681	0	0	4	12	4	85.33	87	67	1.33	4	104	54	22.67	137	25	249.47	0	24	159	1415.47	49.5	5811.5	2	772.5	1783.83	43
K11708	307	0	5.67	14	22	0	77.33	398	120	0	9	66.67	18	0	65	0	9	28	0	0	475	131	12.67	2205	77.5	18	8567	15	14.5	93	26.08	62	61	84	44	116.17	177	7163.87	0	282.87	9.83	136.83	334.5	179	474.33	421.7	824.1	385.33	13	38	128.17	20470	53	44.8	27	215.42	15	1448.67	277.33	4.67	11.33	87.33	53.67	0	681	0	0	4	12	4	85.33	87	67	1.33	4	104	54	22.67	137	25	249.47	0	24	159	1387.97	49.5	5804	0	772.5	1783.83	43
K11709	307	0	5.67	14	22	0	77.33	398	120	0	9	43.67	18	0	65	0	9	28	0	0	475	131	12.67	2188	77.5	18	8567	15	14.5	93	26.08	62	61	84	44	116.17	177	7130.87	0	282.87	9.83	136.83	334.5	179	474.33	414.7	824.1	385.33	13	38	128.17	20470	53	44.8	27	215.42	15	1448.67	277.33	4.67	11.33	87.33	53.67	0	681	0	0	4	12	4	85.33	87	67	1.33	4	104	54	22.67	137	25	249.47	0	24	159	1330.97	49.5	5804	0	772.5	1783.83	43
K11710	307	0	5.67	14	22	0	77.33	403	144	0	9	66.67	18	0	65	0	9	28	0	0	475	131	12.67	2205	77.5	18	8567	15	14.5	93	92.08	62	61	84	44	116.17	451	7224.87	7	295.87	9.83	136.83	334.5	179	474.33	427.7	824.1	385.33	31	38	128.17	20470	53	44.8	27	215.42	15	1448.67	277.33	4.67	11.33	87.33	53.67	424	681	7	28	4	12	4	85.33	87	76	1.33	4	132	62	22.67	137	30	249.47	0	24	159	1387.97	49.5	5804	32	816.5	1783.83	43
K11711	102	220	0	52	5	0	0	0	3	0	0	0	0	25	45	0	0	126	8	69	583	0	0	18	856	21	0	170	3	0	79	0	14	35	34	12	3	57	13	130	645	20	0	0	8	231	0	4	0	221	0	6	57	51	0	16	15	9	0	0	5	32	0	0	0	93	0	0	0	0	324	0	0	5	28	31	0	16	16	30	1833	0	24	64	235	12	0	25	0	2005	11
K11712	1494	328	36	1499	5	356	2592	606	904	0	202	0	0	798	125	0	0	396	2096	489	2758	807	537	17547	856	97	1569	4184	18435	7377	7100	0	3360	35	784	1818	3	1819	28	1426	3589	590	3645	2477	378	1819	0	2740	1238	695	81	6	10999	3829	8013	120	975	3300	532	0	452	3419	291	576	548	495	5202	801	0	792	1252	2532	969	299	2706	91	0	16	34	327	1926	0	2273	112	1585	315	0	25	2331	2269	133
K11717	53214.93	32864.69	24793.59	41820.85	33724.13	27105.14	69820.74	43335.59	64030.54	21846.33	21442.12	36847.63	13959.6	38760.61	32737.72	6657.31	8535.17	32038.2	31929.34	23949.27	60649.92	32907.44	26311.02	160730.01	166901.39	325758	294200.14	178252.4	164442.69	146432.15	114729.94	59250.55	189989.19	74043.63	80233.53	54347.86	75252.34	163837.94	95995.53	149022.98	128830.6	151924.74	82673.71	86310.22	66234.15	99738.9	50132.03	41645.36	43943.9	46498.05	63902.08	60090.95	73881.74	85454.94	54736.39	60551.46	51777.57	36758.1	68590.07	29501.27	43296.79	58051.21	43599.73	60122.63	46436.84	141593.55	52787.83	55119.28	115021.25	45570.54	81651.22	46170.3	34392.4	39630	45734.61	88619.17	74790.22	100070.43	71063.11	61396.18	71001.94	30198.64	75106.53	78656.16	119565.6	63608.58	130412.59	108344.51	124415.85	147279.59	103267.25
K11719	8543.58	4459	4937.95	3439	8758.5	1534.67	7636.75	7474.75	11789.23	12887	5769.5	23179.95	4731	3422.75	5881.25	824.58	723.75	11754.5	5207	10386.75	6869.17	14294.5	5133.75	18749.75	87286.16	21757.75	63629.93	45464.67	3181.17	15361.66	45572.58	2492	34498.4	4340.75	25247	17873.5	37314.22	60020.25	11057	46529	4234.25	13552.58	7592	3356.5	13034.08	11454.75	21125.5	3880.75	2963	2457.5	2543.5	24610	7718.75	7757.92	8339	10908.83	6488.83	2010.5	3764	4769.83	4014.95	779.5	5922.1	8325.25	4338.25	135245.55	1530	2049	1107.5	11460.25	5243.75	2578.75	1604.75	7537.5	5452.85	9699	5964.58	5413.58	25329.84	18200.35	18223.65	4755.08	12982.25	31501.93	44491.37	23975.25	27514.48	64979.1	59572.1	30182.88	73164.33
K11720	26427.48	20563.62	18916.47	25394.85	20156.13	14537.54	50937.16	21476.17	33172.54	13586.33	16211.62	23503.37	5859.35	31144.36	23529.87	1331.16	1851.92	18182.99	35827.34	17790.69	21726.76	20882.69	14392.1	79964.23	144010.02	78987.95	249228.81	137985.04	85725.31	82599.82	170378.81	9249.3	157773.19	41986.35	31330.83	37196.19	39481.17	112791.72	88252.03	126775.84	109961.36	42459.5	59353.41	20977.02	44595.13	72334.25	37839.13	22017.03	30490.4	31018.55	36569.84	57059.62	89975.29	51361.86	53898.22	52933.37	32333.74	7037.93	7574.12	6058.43	5741.88	41892.5	17656.76	40614.85	10570.29	136023.3	34922.33	20888.78	101652.75	28268.54	50904.01	29429.3	9215.25	11241.25	28538.44	15996.4	9232.37	93889.09	34850.28	63479.66	60574.15	25999.22	59782.28	70775.24	97678.48	60569.33	68649.34	94200.01	94778.51	131155.91	93570.58
K11731	0	17	4.2	0	0	0.67	0	8	0.8	7	0	5.2	0	0	0	0	0	0	0	4	0	2.5	0	0	15	0	7.93	37.17	0	3	23	0	18.4	0	10	15.5	87.47	63	10.5	16	0.5	6.33	0	0	327	2	1	9	0	0	0	0	0	6	0	0	3.33	0	22	1.83	22.2	0	1.6	10	0	186.3	0	0	0	6	0	0	0	0	0.6	0	0.83	0	1.17	2.6	9.4	0	0	4.6	34.87	0	4.4	16.6	19.6	0.8	0
K11732	1046.75	0	479.25	14	157.5	0	12.75	96.75	220.43	0	17.5	5.75	5	2311.75	340.25	638.25	149.75	7.5	0	55.75	6.5	0	34.75	5.75	1238.33	8768.25	3932	548	259.5	36	12438.25	0	5	27.75	2	949	36.75	1923.75	40	458	2.75	558.25	5805	36	9697.25	3022.75	17877.5	546.75	99	778.5	8.5	177	274.75	304.75	0	15.5	10.5	34.5	7	0	3.75	64.5	98.5	5.75	620.25	62.25	12	0	53.5	16.75	513.25	12.75	132.75	0	765.25	76	306.25	69.75	16610	9977.75	134.75	3097.25	134.75	2655	80.5	5692.75	11415.75	222.5	302.5	123.25	8895
K11733	2076.75	80	601.26	813	179.5	277.67	139.75	2648.25	2306.73	4959	51.5	265.62	123.25	2487.6	5717.25	648.25	201.75	210.5	875	72.08	710.5	1774.25	379.75	2367.75	4307	265833.6	13219.93	823.04	1197.75	7187	16691.25	725.75	210.4	4282.83	173.88	1488	3199.34	5913.5	88.5	6755.92	725.25	700.58	6174	971.69	9957.25	7813.75	19698.87	1354.75	154.62	1221.5	6720.5	20675.33	3089.75	2650.75	1291	1289.5	2211.83	1647	1105.4	427.83	3234.41	1484.6	271.1	2021.25	1419.77	126.55	267	19	87.5	2563	1542.25	131	498.75	299.25	2743.6	398.82	1278.58	191.75	19138.42	10022.35	1233.65	4084.25	3229.25	2969.27	1667.68	6166.75	21073.9	832.1	1282.6	837.05	9132
K11734	1315.42	121.67	1020.48	171.33	352.17	89.34	272.75	1813.75	993.3	87	17.5	134.55	50	2598.75	6819.92	638.25	153.75	175.5	15960	59.75	248.17	958.5	412.75	129.75	2085.33	10464.91	4736.39	865.18	3477.17	70	14621.25	636	1979.6	6779.75	2	2500.5	78.29	4474.25	1697.66	10694	646.58	569.24	5805	275	11426.25	7428.42	18205.5	682.75	99	1653.5	2421.5	181	1319.08	984.08	0	325.17	140.49	34.5	29	404.49	240.55	1592.17	202.9	1312.75	806.92	200.95	12	0	3190.5	3116.25	1355.92	951.75	132.75	65	5011.65	101	774.24	94.75	17058.51	10003.48	815.85	3726.92	5431.25	12049.73	675.98	5692.75	15224.35	306.9	546.57	192.45	8972.33
K11735	1046.75	0	487.65	71	157.5	0.67	28.75	641.75	394.23	51	31.5	26.95	5	2311.75	344.25	513.25	149.75	33.5	51	83.75	6.5	28.5	34.75	74.75	1325	6740.25	4161.93	757.67	250.5	65	12473.25	0	339.4	54.75	118	294.5	178.22	1771.75	50.5	675	15.25	568.58	5805	199	9733.25	3991.75	17878.5	546.75	99	778.5	33.5	177	290.75	320.75	15	19.5	11.83	34.5	51	95.83	7.95	64.5	102.1	8.75	620.25	87.55	12	0	53.5	28.75	527.25	31.75	132.75	38	973.85	89	307.08	41.75	16302.17	10036.35	154.15	3147.25	267.75	2705.27	121.37	5738.75	4351.15	603.1	605.1	500.05	9378
K11736	1058.75	29	479.25	154	157.5	0	12.75	1745.75	733.43	0	17.5	5.75	33	2311.75	340.25	638.25	149.75	11.5	99	55.75	12.5	0	34.75	5.75	1232	8768.25	3932	543.5	272.5	36	12438.25	0	35	229.75	2	949	36.75	2099.75	58	458	2.75	558.25	5805	275	9697.25	6765.75	17877.5	546.75	99	778.5	8.5	181	289.75	489.75	0	15.5	10.5	34.5	7	388	3.75	70.5	196.5	5.75	620.25	62.25	12	0	53.5	16.75	549.25	31.75	132.75	0	1526.25	76	325.25	69.75	16775	9977.75	134.75	3162.25	778.75	2655	80.5	5692.75	11415.75	222.5	302.5	123.25	8895
K11737	1501.42	118.67	730.58	171.33	374.17	115.34	81.75	2208.75	922.5	7	23.5	77.69	175	2316.75	508.92	648.25	199.75	45.5	107	70.41	595.17	138.5	51.75	2191.75	1306.5	266009.91	12456.79	955.68	297.17	219	14747.25	106	85.2	349.75	105	1085.5	800.49	2734.25	648.16	4616	115.58	574.24	6060	450	10023.25	7127.42	18846.5	576.75	148	1526.5	152.5	20640.66	1334.08	999.08	27	132.17	14.49	1464.5	253	404.49	16.35	75.17	247.3	862.75	1400.26	176.15	68	0	65.5	45.75	1196.92	86.75	214.75	96	1600.05	346.34	666.74	105.75	16919.51	10016.88	204.95	3726.92	793.75	3796.8	1863.78	5751.75	18728.95	558.3	1274.47	505.65	9116.33
K11738	1058.75	29	479.25	154	157.5	0	12.75	1745.75	739.43	0	17.5	10.42	33	2311.75	356.25	638.25	154.75	12.21	99	59.08	12.5	0	40.75	14.75	1232	8768.25	3932	543.5	272.5	39	12450.75	12	35	229.75	14	955	105.75	2138.25	58	470	2.75	558.25	5805	275	9699.25	6765.75	17917.5	546.75	99	778.5	16.5	182.33	289.75	500.75	0.5	15.5	10.5	34.5	7	388	10.75	70.5	202.5	5.75	626.92	94.75	12	0	53.5	16.75	549.25	31.75	132.75	0	1526.25	116.67	451.25	69.75	16775	9980.75	134.75	3162.25	778.75	2664	154.5	5692.75	11446.75	222.5	312	136.25	8895
K11739	1004.75	0	448.25	11	3.5	0	16.75	96.25	219.5	0	17.5	5.75	5	2217.75	201.75	452.25	149.75	7.5	0	55.75	6.5	0	13.75	5.75	1193	6740.25	3932	543.5	250.5	36	12438.25	0	5	27.25	2	271	35.5	780.5	0	406.5	2.75	558.25	5805	16	9696.5	2756.75	14096.5	473	99	765.5	8.5	0	274.75	302.75	0	15.5	10.5	34.5	0	0	3.75	64.5	94.5	5.75	586.25	62.25	12	0	34.5	16.75	509.25	12.75	132.75	0	765.25	76	138.25	25	108	9977.75	134.75	2192.25	127.75	2642.25	49.25	5692.75	3248	222.5	302.5	123.25	8895
K11740	7122.75	3212.5	3927.25	2499	5850.5	1185	5407.75	3537.25	7939.5	7372.5	4272.5	16483.75	3482	2952.75	1477.75	560.25	578.75	8348.5	3748	7447.75	2463.5	10291	3452.75	11501.75	62363	15518.75	40380	28944.5	2025.5	8581	35450.25	1642	23249	216.25	17417	11059	24857.5	37212.5	7283	26986.5	2340.75	10217.25	6594.5	1927	11120.5	6148.75	15732.5	2837	2077	1568.5	1514.5	2557	5177.75	4777.75	4700	9455.5	4616.5	504.5	2582	3800	3170.75	621.5	4168.5	5122.75	2723.25	96398.25	1073	1288	941.5	9658.75	3088.25	1516.75	1365.75	5317	2725.25	8529	3789.25	3689	6088	15852.75	11838.75	3222.25	7496.75	21247.25	28489.25	19225.75	9254.5	47185.5	42649	19758.25	53614
